P/N,Cost to cost comp,Vendor,Q'ty ,vendor confirm date,ETD ,total_value,status,Ref Document,Ref Date
M68237013,,HENSUNG,2187,0,20220728,,0,,0
MM-PT-FIN-200-NF,,FOSUN JIANGSU,200,0,20220729,,0,,0
02-045740-001-M,1.0,JIAYE,62,0,20220729,62.0,0,,0
C224059072,,JIAYE,700,0,20220729,,0,20230215-H01 C224059072,20230215
02-037431-001,1.0,JIAYE,59,0,20220729,59.0,0,20210726-H01 02-037431-001_Revised 20210804,20210726
02-037431-001,1.0,JIAYE,20,0,20220729,20.0,0,20210726-H01 02-037431-001_Revised 20210804,20210726
02-037431-001,1.0,JIAYE,500,0,20220729,500.0,0,20210726-H01 02-037431-001_Revised 20210804,20210726
02-035714-001-M,,JIAYE,720,0,20220730,,0,,0
02-028156-001,,JIAYE,178,0,20220730,,0,20210412-H01 02-028156-001-A03_Revised 20210427,20210412
02-028156-001,,JIAYE,8,0,20220730,,0,20210412-H01 02-028156-001-A03_Revised 20210427,20210412
02-029768-001,,HENSUNG,4000,0,20220801,,0,,0
MISC-SETUP,1.0,JIAYE,1,0,20220803,1.0,0,,0
SG-32SK1-BH,1.0,S LITE,140,0,20220808,140.0,0,,0
SG-32SK2-BH,1.0,S LITE,700,0,20220808,700.0,0,,0
SGB-32S,1.0,S LITE,1500,0,20220808,1500.0,0,20220428-H01 SGB-32S - Revised 20220929,20220428
SGB-32S-BH,,S LITE,500,0,20220808,,0,,0
P224370010,,JIABIN,825,0,20220805,,0,,0
480-0022-2,1.0,S LITE,320,0,20220814,320.0,0,20190411-C01 480-0022-2,20190411
480-0022-2,1.0,S LITE,320,0,20220814,320.0,0,20200820-H01 480-0022-2,20200820
480-0027-00,1.0,S LITE,320,0,20220814,320.0,0,20230117-H01 480-0027-00 Revised 20230206,20230117
480-0027-00,1.0,S LITE,320,0,20220814,320.0,0,20230504-C01 480-0027-00,20230504
PARTS FOR 480-0022-2/480-0027-00,,S LITE,320,0,20220814,,0,,0
02-029004-001,,JIAYE,546,0,20220810,,0,20220624-H01 02-029004-001,20220624
02-029004-001,,JIAYE,64,0,20220810,,0,20220624-H01 02-029004-001,20220624
V221237089,,HENSUNG,13000,0,20220811,,0,,0
02-037234-001-M,,JIAYE,12,0,20220811,,0,,0
02-037234-001-M,,JIAYE,38,0,20220811,,0,,0
02-037234-002,,JIAYE,18,0,20220811,,0,20220809-H01 02-037234-002,20220809
MM-PT-5000,,CMES,30,0,20220812,,0,,0
MM-PT-10000,,CMES,105,0,20220812,,0,,0
02-040847-001-M,1.0,JIAYE,125,0,20220813,125.0,0,,0
02-030103-001,,HENSUNG,1000,0,20220815,,0,,0
02-017601-001,1.0,HENSUNG,452,0,20220815,452.0,0,20210823-H01 02-017601-001_Revised 20210915,20210823
02-017601-001,1.0,HENSUNG,452,0,20220815,452.0,0,20220214-H01 02-017601-001,20220214
02-030219-001,,HENSUNG,2000,0,20220815,,0,,0
MCL02-P,1.0,ANJIE,9600,0,20220819,9600.0,0,,0
MCL02-P,1.0,ANJIE,54200,0,20220819,54200.0,0,,0
MCL01-P-PCS,1.0,ANJIE,50000,0,20220819,50000.0,0,,0
MCL01-P-PCS-S,1.0,ANJIE,1300,0,20220819,1300.0,0,,0
1700774,,ANJIE,2500,0,20220819,,0,,0
3900136,,ANJIE,60000,0,20220819,,0,,0
ST-ALM01,1.0,NINGKE,1240,0,20220819,1240.0,0,20210413-C01 ST-ALM01_Revised 20210422,20210413
ST-ALM01,1.0,NINGKE,500,0,20220819,500.0,0,20210413-C01 ST-ALM01_Revised 20210422,20210413
MISC-OTH,1.0,NINGKE,1,0,20220819,1.0,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20220815,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20220815,,0,,0
SG-32K1-BH-R,,S LITE,1000,0,20220815,,0,,0
747,,NINGKE,2880,0,20220823,,0,,0
748,,NINGKE,1800,0,20220823,,0,,0
02-045741-001-M,1.0,JIAYE,74,0,20220817,74.0,0,,0
91728,,JIAYE,833,0,20220817,,0,20220823-H01 91728,20220823
91728,,JIAYE,833,0,20220817,,0,20230125-H01 91728,20230125
201866-00,1.0,HENSUNG,5000,0,20220817,5000.0,0,20220912-C01 201866-00,20220912
R811118101,,JIAYE,3248,0,20220820,,0,20230106-H01 R811118101,20230106
R811118101,,JIAYE,1067,0,20220820,,0,20230106-H01 R811118101,20230106
C224059072,,JIAYE,2100,0,20220820,,0,20230215-H01 C224059072,20230215
C420523050,1.0,JIAYE,1500,0,20220820,1500.0,0,,0
C420523050,1.0,JIAYE,1500,0,20220820,1500.0,0,,0
C420523050,1.0,JIAYE,173,0,20220820,173.0,0,,0
C18667070,1.0,JIAYE,500,0,20220820,500.0,0,20220727-H01 C18667070 - R,20220727
P223988010,,JIABIN,3000,0,20220820,,0,20190128-H01 P223988010,20190128
P323988060,,HENSUNG,1100,0,20220820,,0,,0
M68237013,,HENSUNG,518,0,20220820,,0,,0
04-00325022-001,,JIAYE,100,0,20220822,,0,,0
17669,,JIAYE,110,0,20220822,,0,20190612-H01 17669,20190612
17669,,JIAYE,110,0,20220822,,0,20220520-H01 17669 Revised 20220527,20220520
17669,,JIAYE,368,0,20220822,,0,20190612-H01 17669,20190612
17669,,JIAYE,368,0,20220822,,0,20220520-H01 17669 Revised 20220527,20220520
C224059072,,JIAYE,1400,0,20220822,,0,20230215-H01 C224059072,20230215
C224059072,,JIAYE,2100,0,20220822,,0,20230215-H01 C224059072,20230215
C224059072,,JIAYE,2100,0,20220822,,0,20230215-H01 C224059072,20230215
C224059072,,JIAYE,2100,0,20220822,,0,20230215-H01 C224059072,20230215
C224059072,,JIAYE,2100,0,20220822,,0,20230215-H01 C224059072,20230215
C224059072,,JIAYE,700,0,20220822,,0,20230215-H01 C224059072,20230215
C224483072,,JIAYE,2400,0,20220822,,0,,0
C425362050,1.0,JIAYE,517,0,20220822,517.0,0,20230817-H01 C425362050,20230817
B122180040-UNCOAT,,JIAYE,600,0,20220822,,0,,0
B122180040-UNCOAT,,JIAYE,212,0,20220822,,0,,0
A721651092,,JIAYE,14261,0,20220822,,0,,0
A721651092,,JIAYE,5739,0,20220822,,0,,0
